Price,Close,High,Low,Open,Volume
Ticker,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK
Date,,,,,
2020-03-16,4604.38818359375,4604.38818359375,4604.38818359375,4604.38818359375,0
2020-03-17,4240.01220703125,4558.8412499427795,4240.01220703125,4550.559976100922,212200000
2020-03-18,4140.63720703125,4455.325634765625,3946.0272583007813,4240.012500000001,180053500
2020-03-19,3850.7919921875,4136.495914188508,3850.7919921875,4136.495914188508,264419000
2020-03-20,3921.182373046875,4459.465064172634,3581.6502140290886,3809.3851987361404,335132000
2020-03-23,3668.604736328125,4140.637399918877,3647.901549328531,3941.886804722771,217843500
2020-03-24,3726.572998046875,4136.496027832031,3685.1666314019094,3685.1666314019094,253971000
2020-03-26,4372.51220703125,4467.74684790409,3850.7920005104756,3850.7920005104756,331633000
2020-03-27,4562.98193359375,4881.810979770446,4434.622187730405,4438.762824693738,269683000
2020-03-30,4550.56005859375,4600.247702545638,4268.996742866385,4538.138147605779,159964500
2020-03-31,4575.4033203125,4728.606870404412,4542.278228400735,4687.200505514706,182638500
2020-04-01,4538.13818359375,4761.732583150377,4492.59117627666,4604.3883760549725,152831500
2020-04-02,4480.16943359375,4529.85707980736,4438.763061749076,4529.85707980736,136623500
2020-04-03,4550.56005859375,4579.544517565685,4442.9034966979925,4521.575599621816,110506000
2020-04-06,4749.31005859375,4753.450695087729,4550.559506882765,4571.262689352659,78184000
2020-04-07,4683.06005859375,5051.576721029509,4620.950508745026,4749.3102450990555,149153500
2020-04-08,4666.49658203125,4687.199761188443,4538.1368712566555,4683.059125357005,106111500
2020-04-09,4633.37255859375,4716.185294225453,4554.700459743633,4637.513195375335,89997000
2020-04-13,4554.7001953125,4649.934835759943,4538.137649147727,4587.825287642046,58043000
2020-04-14,4567.12158203125,4629.231123038021,4509.152677091597,4558.840309897014,95796000
2020-04-15,4542.2783203125,4662.356780922401,4509.153227730458,4567.122139749031,95342000
2020-04-16,4339.38720703125,4571.262859315363,4293.840203904014,4542.278402779849,176990500
2020-04-17,4492.59130859375,4509.15385719686,4372.512831221198,4389.075379824309,160935500
2020-04-20,4434.62255859375,4554.7010405724795,4413.919372045693,4496.73211823792,90744000
2020-04-21,4347.0078125,4511.284270530523,4347.0078125,4511.284270530523,73431000
2020-04-22,4334.37158203125,4410.19149308719,4250.127236413538,4347.008233873907,107263500
2020-04-23,4313.31005859375,4418.6154799461365,4313.31005859375,4363.8566608428955,105419500
2020-04-24,4144.82177734375,4330.159336493268,4144.82177734375,4313.310467479675,131149500
2020-04-27,4178.5205078125,4229.067126858619,4090.063924481792,4161.671634797127,151103500
2020-04-28,4069.001953125,4191.156256065606,4047.9408664111024,4178.519604037267,180488000
2020-04-29,4085.85009765625,4085.85009765625,4043.7279317010307,4064.7890146786403,121161000
2020-04-30,4355.431640625,4422.827101214942,4111.12309598646,4111.12309598646,174081000
2020-05-04,4397.5546875,4464.950161637931,4212.21713362069,4338.583647629311,114497500
2020-05-05,4452.31298828125,4498.647371319182,4380.705305404446,4397.554171963694,118643500
2020-05-06,4511.28466796875,4523.921319699755,4464.950278288399,4477.586930019404,86395500
2020-05-08,4418.61572265625,4549.194452305767,4338.583598032353,4502.860064365616,123028000
2020-05-11,4460.73828125,4486.011585959632,4418.616106733947,4418.616106733947,40615500
2020-05-12,4397.5546875,4498.647898706897,4237.490436422414,4498.647898706897,118660000
2020-05-13,4304.8857421875,4355.432345813968,4283.824657343139,4347.007911876223,94973000
2020-05-14,4144.82177734375,4304.886032972879,4132.185125583555,4271.188294945694,131268000
2020-05-15,4031.091552734375,4208.004661631809,3942.634998285658,4144.821408454153,205790000
2020-05-18,4014.242431640625,4081.6378974394183,4001.6057818033514,4043.727947927597,139997500
2020-05-19,3942.634765625,4178.51889690171,3942.634765625,4077.4256977831196,128504500
2020-05-20,4014.242431640625,4043.727947927597,3951.059182454256,3976.332482128804,119158000
2020-05-26,4186.94384765625,4212.217150559608,4022.6673787844256,4022.6673787844256,176076500
2020-05-27,4182.72998046875,4212.215488890987,4090.061239713148,4186.942195957641,151753500
2020-05-28,4460.73828125,4481.799368508026,4212.217451605288,4212.217451605288,229233000
2020-05-29,4372.2802734375,4460.73681076138,4372.2802734375,4460.73681076138,399414000
2020-06-02,4515.49658203125,4633.438656935051,4414.403374970849,4431.252242814249,181369500
2020-06-03,4869.32275390625,4869.32275390625,4549.19426835532,4557.618702185608,279673500
2020-06-04,4877.7470703125,5046.235742862154,4717.682831390328,4869.322636685018,236158500
2020-06-05,4822.98876953125,4932.50641844637,4705.046686084198,4877.74759398881,88157500
2020-06-08,4970.416015625,4991.47710043697,4848.261723715573,4848.261723715573,173557500
2020-06-09,4890.3837890625,5050.448030220446,4881.959355317345,5004.1136446220935,100110000
2020-06-10,4886.1708984375,4940.9297102303335,4713.470030475485,4886.1708984375,115382500
2020-06-11,4785.0791015625,4894.596757056008,4721.895838777784,4844.0501468282355,85187500
2020-06-12,4776.65380859375,4785.078242118607,4616.589571621473,4785.078242118607,96044000
